target,run_id,direction,model,year,n,accuracy,auc,hit@60,cov@60
spread_ktb_10_30,L20W_F2W_R63d_T0bp_S0.0,persist,xgb,2018,245,0.7306122448979592,0.46171171171171177,0.7420814479638009,0.9020408163265307
spread_ktb_10_30,L20W_F2W_R63d_T0bp_S0.0,persist,xgb,2019,247,0.6275303643724697,0.4740641711229947,0.6576576576576577,0.8987854251012146
spread_ktb_10_30,L20W_F2W_R63d_T0bp_S0.0,persist,xgb,2020,249,0.6827309236947792,0.4462709284627093,0.68,0.8032128514056225
spread_ktb_10_30,L20W_F2W_R63d_T0bp_S0.0,persist,xgb,2021,249,0.6907630522088354,0.43259859049332733,0.6818181818181818,0.9718875502008032
spread_ktb_10_30,L20W_F2W_R63d_T0bp_S0.0,persist,xgb,2022,247,0.902834008097166,0.6408080808080808,0.9079497907949791,0.9676113360323887
spread_ktb_10_30,L20W_F2W_R63d_T0bp_S0.0,persist,xgb,2023,246,0.7682926829268293,0.4774489795918367,0.7763713080168776,0.9634146341463414
spread_ktb_10_30,L20W_F2W_R63d_T0bp_S0.0,persist,xgb,2024,245,0.7551020408163265,0.4468292682926829,0.7767857142857143,0.9142857142857143
spread_ktb_10_30,L20W_F2W_R63d_T0bp_S0.0,persist,xgb,2025,243,0.7078189300411523,0.5344041450777202,0.75,0.8065843621399177
spread_ktb_10_30,L20W_F2W_R63d_T0bp_S0.0,persist,xgb,2026,86,0.6627906976744186,0.5868226600985221,0.6705882352941176,0.9883720930232558
spread_ktb_10_30,L20W_F2W_R63d_T0bp_S0.0,persist,rf,2018,245,0.7306122448979592,0.446936936936937,0.7387387387387387,0.9061224489795918
spread_ktb_10_30,L20W_F2W_R63d_T0bp_S0.0,persist,rf,2019,247,0.680161943319838,0.42682709447415335,0.6836734693877551,0.7935222672064778
spread_ktb_10_30,L20W_F2W_R63d_T0bp_S0.0,persist,rf,2020,249,0.8795180722891566,0.6681887366818873,0.8811475409836066,0.9799196787148594
spread_ktb_10_30,L20W_F2W_R63d_T0bp_S0.0,persist,rf,2021,249,0.678714859437751,0.4016344279502174,0.675,0.963855421686747
spread_ktb_10_30,L20W_F2W_R63d_T0bp_S0.0,persist,rf,2022,247,0.9109311740890689,0.6608080808080808,0.9105691056910569,0.9959514170040485
spread_ktb_10_30,L20W_F2W_R63d_T0bp_S0.0,persist,rf,2023,246,0.7682926829268293,0.4407142857142857,0.7850877192982456,0.926829268292683
spread_ktb_10_30,L20W_F2W_R63d_T0bp_S0.0,persist,rf,2024,245,0.8244897959183674,0.4196341463414634,0.813953488372093,0.8775510204081632
spread_ktb_10_30,L20W_F2W_R63d_T0bp_S0.0,persist,rf,2025,243,0.7489711934156379,0.5113989637305699,0.7757009345794392,0.8806584362139918
spread_ktb_10_30,L20W_F2W_R63d_T0bp_S0.0,persist,rf,2026,86,0.6627906976744186,0.5979064039408868,0.6666666666666666,0.9767441860465116
spread_ktb_10_30,L20W_F2W_R63d_T0bp_S0.0,persist,et,2018,245,0.7551020408163265,0.43846846846846854,0.7222222222222222,0.7346938775510204
spread_ktb_10_30,L20W_F2W_R63d_T0bp_S0.0,persist,et,2019,247,0.7206477732793523,0.4197860962566845,0.7300613496932515,0.659919028340081
spread_ktb_10_30,L20W_F2W_R63d_T0bp_S0.0,persist,et,2020,249,0.8192771084337349,0.3231354642313546,0.8260869565217391,0.36947791164658633
spread_ktb_10_30,L20W_F2W_R63d_T0bp_S0.0,persist,et,2021,249,0.6184738955823293,0.42232718548508014,0.6932515337423313,0.6546184738955824
spread_ktb_10_30,L20W_F2W_R63d_T0bp_S0.0,persist,et,2022,247,0.805668016194332,0.7519191919191919,0.9844961240310077,0.5222672064777328
spread_ktb_10_30,L20W_F2W_R63d_T0bp_S0.0,persist,et,2023,246,0.7967479674796748,0.4366326530612245,0.7422680412371134,0.7886178861788617
spread_ktb_10_30,L20W_F2W_R63d_T0bp_S0.0,persist,et,2024,245,0.8448979591836735,0.5691463414634146,0.8373983739837398,0.5020408163265306
spread_ktb_10_30,L20W_F2W_R63d_T0bp_S0.0,persist,et,2025,243,0.7777777777777778,0.5348186528497408,0.8596491228070176,0.4691358024691358
spread_ktb_10_30,L20W_F2W_R63d_T0bp_S0.0,persist,et,2026,86,0.6744186046511628,0.6828817733990149,0.6842105263157895,0.8837209302325582
spread_ktb_10_30,L20W_F2W_R63d_T0bp_S0.0,persist,gbm,2018,245,0.7551020408163265,0.3683783783783784,0.7551020408163265,1.0
spread_ktb_10_30,L20W_F2W_R63d_T0bp_S0.0,persist,gbm,2019,247,0.7449392712550608,0.5559714795008913,0.7553648068669528,0.9433198380566802
spread_ktb_10_30,L20W_F2W_R63d_T0bp_S0.0,persist,gbm,2020,249,0.8473895582329317,0.6057838660578387,0.8695652173913043,0.9236947791164659
spread_ktb_10_30,L20W_F2W_R63d_T0bp_S0.0,persist,gbm,2021,249,0.6867469879518072,0.3827410406357774,0.6895161290322581,0.9959839357429718
spread_ktb_10_30,L20W_F2W_R63d_T0bp_S0.0,persist,gbm,2022,247,0.902834008097166,0.7262626262626263,0.9094650205761317,0.9838056680161943
spread_ktb_10_30,L20W_F2W_R63d_T0bp_S0.0,persist,gbm,2023,246,0.7926829268292683,0.5187755102040816,0.7907949790794979,0.9715447154471545
spread_ktb_10_30,L20W_F2W_R63d_T0bp_S0.0,persist,gbm,2024,245,0.8122448979591836,0.36756097560975615,0.8197424892703863,0.9510204081632653
spread_ktb_10_30,L20W_F2W_R63d_T0bp_S0.0,persist,gbm,2025,243,0.7695473251028807,0.5642487046632124,0.7610619469026548,0.9300411522633745
spread_ktb_10_30,L20W_F2W_R63d_T0bp_S0.0,persist,gbm,2026,86,0.6627906976744186,0.6902709359605912,0.6627906976744186,1.0
spread_ktb_10_30,L20W_F2W_R63d_T0bp_S0.0,persist,logreg,2018,245,0.5591836734693878,0.41855855855855856,0.5545851528384279,0.9346938775510204
spread_ktb_10_30,L20W_F2W_R63d_T0bp_S0.0,persist,logreg,2019,247,0.340080971659919,0.5197860962566845,0.32727272727272727,0.8906882591093117
spread_ktb_10_30,L20W_F2W_R63d_T0bp_S0.0,persist,logreg,2020,249,0.4979919678714859,0.3926940639269406,0.48034934497816595,0.9196787148594378
spread_ktb_10_30,L20W_F2W_R63d_T0bp_S0.0,persist,logreg,2021,249,0.6265060240963856,0.4089818563502774,0.6351931330472103,0.9357429718875502
spread_ktb_10_30,L20W_F2W_R63d_T0bp_S0.0,persist,logreg,2022,247,0.7449392712550608,0.7682828282828282,0.783410138248848,0.8785425101214575
spread_ktb_10_30,L20W_F2W_R63d_T0bp_S0.0,persist,logreg,2023,246,0.5609756097560976,0.25010204081632653,0.5622317596566524,0.9471544715447154
spread_ktb_10_30,L20W_F2W_R63d_T0bp_S0.0,persist,logreg,2024,245,0.46122448979591835,0.4674390243902439,0.4340659340659341,0.7428571428571429
spread_ktb_10_30,L20W_F2W_R63d_T0bp_S0.0,persist,logreg,2025,243,0.345679012345679,0.34103626943005183,0.28994082840236685,0.6954732510288066
spread_ktb_10_30,L20W_F2W_R63d_T0bp_S0.0,persist,logreg,2026,86,0.4418604651162791,0.3528325123152709,0.3709677419354839,0.7209302325581395
spread_ktb_10_30,L20W_F2W_R63d_T0bp_S0.0,persist,ensemble,2018,245,0.7551020408163265,0.41747747747747754,0.7520661157024794,0.9877551020408163
spread_ktb_10_30,L20W_F2W_R63d_T0bp_S0.0,persist,ensemble,2019,247,0.6680161943319838,0.47575757575757577,0.7525773195876289,0.7854251012145749
spread_ktb_10_30,L20W_F2W_R63d_T0bp_S0.0,persist,ensemble,2020,249,0.8112449799196787,0.45038051750380514,0.8404255319148937,0.7550200803212851
spread_ktb_10_30,L20W_F2W_R63d_T0bp_S0.0,persist,ensemble,2021,249,0.6706827309236948,0.4148298095666517,0.6723404255319149,0.9437751004016064
spread_ktb_10_30,L20W_F2W_R63d_T0bp_S0.0,persist,ensemble,2022,247,0.902834008097166,0.7610101010101011,0.9145299145299145,0.9473684210526315
spread_ktb_10_30,L20W_F2W_R63d_T0bp_S0.0,persist,ensemble,2023,246,0.7886178861788617,0.34285714285714286,0.7863247863247863,0.9512195121951219
spread_ktb_10_30,L20W_F2W_R63d_T0bp_S0.0,persist,ensemble,2024,245,0.8244897959183674,0.39634146341463417,0.8516746411483254,0.8530612244897959
spread_ktb_10_30,L20W_F2W_R63d_T0bp_S0.0,persist,ensemble,2025,243,0.720164609053498,0.5130569948186527,0.7427184466019418,0.8477366255144033
spread_ktb_10_30,L20W_F2W_R63d_T0bp_S0.0,persist,ensemble,2026,86,0.6627906976744186,0.521551724137931,0.6705882352941176,0.9883720930232558
spread_ktb_3_10,L20W_F2W_R63d_T0bp_S0.0,persist,lgbm,2018,245,0.9142857142857143,0.5808888888888889,0.9176954732510288,0.9918367346938776
spread_ktb_3_10,L20W_F2W_R63d_T0bp_S0.0,persist,lgbm,2019,247,0.8704453441295547,0.7023041474654378,0.8693877551020408,0.9919028340080972
spread_ktb_3_10,L20W_F2W_R63d_T0bp_S0.0,persist,lgbm,2020,249,1.0,,1.0,1.0
spread_ktb_3_10,L20W_F2W_R63d_T0bp_S0.0,persist,lgbm,2021,249,0.9558232931726908,0.5401673640167364,0.9595141700404858,0.9919678714859438
spread_ktb_3_10,L20W_F2W_R63d_T0bp_S0.0,persist,lgbm,2022,247,1.0,,1.0,0.9959514170040485
spread_ktb_3_10,L20W_F2W_R63d_T0bp_S0.0,persist,lgbm,2023,246,0.8739837398373984,0.7816358024691358,0.8775510204081632,0.9959349593495935
spread_ktb_3_10,L20W_F2W_R63d_T0bp_S0.0,persist,lgbm,2024,245,0.8775510204081632,0.9028888888888889,0.9318181818181818,0.8979591836734694
spread_ktb_3_10,L20W_F2W_R63d_T0bp_S0.0,persist,lgbm,2025,243,0.9176954732510288,0.7865470852017938,0.9176954732510288,1.0
spread_ktb_3_10,L20W_F2W_R63d_T0bp_S0.0,persist,lgbm,2026,86,1.0,,1.0,1.0
spread_ktb_3_10,L20W_F2W_R63d_T0bp_S0.0,persist,xgb,2018,245,0.7020408163265306,0.32266666666666666,0.7512437810945274,0.8204081632653061
spread_ktb_3_10,L20W_F2W_R63d_T0bp_S0.0,persist,xgb,2019,247,0.7327935222672065,0.6330261136712749,0.7692307692307693,0.8947368421052632
spread_ktb_3_10,L20W_F2W_R63d_T0bp_S0.0,persist,xgb,2020,249,1.0,,1.0,1.0
spread_ktb_3_10,L20W_F2W_R63d_T0bp_S0.0,persist,xgb,2021,249,0.8554216867469879,0.5941422594142259,0.8724279835390947,0.9759036144578314
spread_ktb_3_10,L20W_F2W_R63d_T0bp_S0.0,persist,xgb,2022,247,0.9109311740890689,,0.9513274336283186,0.9149797570850202
spread_ktb_3_10,L20W_F2W_R63d_T0bp_S0.0,persist,xgb,2023,246,0.8739837398373984,0.9305555555555555,0.9,0.9349593495934959
spread_ktb_3_10,L20W_F2W_R63d_T0bp_S0.0,persist,xgb,2024,245,0.7755102040816326,0.7528888888888889,0.8168316831683168,0.8244897959183674
spread_ktb_3_10,L20W_F2W_R63d_T0bp_S0.0,persist,xgb,2025,243,0.9135802469135802,0.6612107623318385,0.9163179916317992,0.9835390946502057
spread_ktb_3_10,L20W_F2W_R63d_T0bp_S0.0,persist,xgb,2026,86,1.0,,1.0,1.0
spread_ktb_3_10,L20W_F2W_R63d_T0bp_S0.0,persist,rf,2018,245,0.9183673469387755,0.26911111111111113,0.9180327868852459,0.9959183673469387
spread_ktb_3_10,L20W_F2W_R63d_T0bp_S0.0,persist,rf,2019,247,0.8785425101214575,0.6408602150537633,0.8765432098765432,0.9838056680161943
spread_ktb_3_10,L20W_F2W_R63d_T0bp_S0.0,persist,rf,2020,249,1.0,,1.0,1.0
spread_ktb_3_10,L20W_F2W_R63d_T0bp_S0.0,persist,rf,2021,249,0.9598393574297188,0.5468619246861924,0.9586776859504132,0.9718875502008032
spread_ktb_3_10,L20W_F2W_R63d_T0bp_S0.0,persist,rf,2022,247,1.0,,1.0,1.0
spread_ktb_3_10,L20W_F2W_R63d_T0bp_S0.0,persist,rf,2023,246,0.8780487804878049,0.9399691358024691,0.905982905982906,0.9512195121951219
spread_ktb_3_10,L20W_F2W_R63d_T0bp_S0.0,persist,rf,2024,245,0.8489795918367347,0.8126666666666666,0.8940092165898618,0.8857142857142857
spread_ktb_3_10,L20W_F2W_R63d_T0bp_S0.0,persist,rf,2025,243,0.9176954732510288,0.8495515695067264,0.9176954732510288,1.0
spread_ktb_3_10,L20W_F2W_R63d_T0bp_S0.0,persist,rf,2026,86,1.0,,1.0,1.0
spread_ktb_3_10,L20W_F2W_R63d_T0bp_S0.0,persist,et,2018,245,0.9183673469387755,0.18422222222222223,0.8979591836734694,0.8
spread_ktb_3_10,L20W_F2W_R63d_T0bp_S0.0,persist,et,2019,247,0.8785425101214575,0.5377880184331797,0.8625592417061612,0.854251012145749
spread_ktb_3_10,L20W_F2W_R63d_T0bp_S0.0,persist,et,2020,249,1.0,,1.0,1.0
spread_ktb_3_10,L20W_F2W_R63d_T0bp_S0.0,persist,et,2021,249,0.9558232931726908,0.5564853556485355,0.9567099567099567,0.927710843373494
spread_ktb_3_10,L20W_F2W_R63d_T0bp_S0.0,persist,et,2022,247,1.0,,1.0,0.9959514170040485
spread_ktb_3_10,L20W_F2W_R63d_T0bp_S0.0,persist,et,2023,246,0.8658536585365854,0.8677469135802469,0.9365853658536586,0.8333333333333334
spread_ktb_3_10,L20W_F2W_R63d_T0bp_S0.0,persist,et,2024,245,0.7877551020408163,0.819111111111111,0.981651376146789,0.4448979591836735
spread_ktb_3_10,L20W_F2W_R63d_T0bp_S0.0,persist,et,2025,243,0.9176954732510288,0.6614349775784752,0.9069767441860465,0.8847736625514403
spread_ktb_3_10,L20W_F2W_R63d_T0bp_S0.0,persist,et,2026,86,0.9883720930232558,,1.0,0.9418604651162791
spread_ktb_3_10,L20W_F2W_R63d_T0bp_S0.0,persist,gbm,2018,245,0.9061224489795918,0.4915555555555556,0.9102564102564102,0.9551020408163265
spread_ktb_3_10,L20W_F2W_R63d_T0bp_S0.0,persist,gbm,2019,247,0.805668016194332,0.6476190476190476,0.8325581395348837,0.8704453441295547
spread_ktb_3_10,L20W_F2W_R63d_T0bp_S0.0,persist,gbm,2020,249,1.0,,1.0,1.0
spread_ktb_3_10,L20W_F2W_R63d_T0bp_S0.0,persist,gbm,2021,249,0.8955823293172691,0.59581589958159,0.9004149377593361,0.9678714859437751
spread_ktb_3_10,L20W_F2W_R63d_T0bp_S0.0,persist,gbm,2022,247,0.979757085020243,,0.9956709956709957,0.9352226720647774
spread_ktb_3_10,L20W_F2W_R63d_T0bp_S0.0,persist,gbm,2023,246,0.8943089430894309,0.9359567901234568,0.9279661016949152,0.959349593495935
spread_ktb_3_10,L20W_F2W_R63d_T0bp_S0.0,persist,gbm,2024,245,0.7918367346938775,0.8480000000000001,0.9015544041450777,0.7877551020408163
spread_ktb_3_10,L20W_F2W_R63d_T0bp_S0.0,persist,gbm,2025,243,0.9176954732510288,0.8309417040358744,0.91701244813278,0.9917695473251029
spread_ktb_3_10,L20W_F2W_R63d_T0bp_S0.0,persist,gbm,2026,86,0.9883720930232558,,1.0,0.9534883720930233
spread_ktb_3_10,L20W_F2W_R63d_T0bp_S0.0,persist,logreg,2018,245,0.3224489795918367,0.20155555555555557,0.3130841121495327,0.8734693877551021
spread_ktb_3_10,L20W_F2W_R63d_T0bp_S0.0,persist,logreg,2019,247,0.6761133603238867,0.38202764976958525,0.703030303030303,0.6680161943319838
spread_ktb_3_10,L20W_F2W_R63d_T0bp_S0.0,persist,logreg,2020,249,0.9477911646586346,,0.9549180327868853,0.9799196787148594
spread_ktb_3_10,L20W_F2W_R63d_T0bp_S0.0,persist,logreg,2021,249,0.5341365461847389,0.9359832635983264,0.5565610859728507,0.8875502008032129
spread_ktb_3_10,L20W_F2W_R63d_T0bp_S0.0,persist,logreg,2022,247,0.6720647773279352,,0.7,0.8906882591093117
spread_ktb_3_10,L20W_F2W_R63d_T0bp_S0.0,persist,logreg,2023,246,0.7439024390243902,0.6390432098765433,0.7853658536585366,0.8333333333333334
spread_ktb_3_10,L20W_F2W_R63d_T0bp_S0.0,persist,logreg,2024,245,0.5142857142857142,0.614,0.5604395604395604,0.7428571428571429
spread_ktb_3_10,L20W_F2W_R63d_T0bp_S0.0,persist,logreg,2025,243,0.6748971193415638,0.3266816143497758,0.6973684210526315,0.9382716049382716
spread_ktb_3_10,L20W_F2W_R63d_T0bp_S0.0,persist,logreg,2026,86,0.8023255813953488,,0.8552631578947368,0.8837209302325582
spread_ktb_3_10,L20W_F2W_R63d_T0bp_S0.0,persist,ensemble,2018,245,0.9102040816326531,0.22888888888888886,0.9156118143459916,0.9673469387755103
spread_ktb_3_10,L20W_F2W_R63d_T0bp_S0.0,persist,ensemble,2019,247,0.8663967611336032,0.6167434715821812,0.8680851063829788,0.951417004048583
spread_ktb_3_10,L20W_F2W_R63d_T0bp_S0.0,persist,ensemble,2020,249,1.0,,1.0,1.0
spread_ktb_3_10,L20W_F2W_R63d_T0bp_S0.0,persist,ensemble,2021,249,0.9357429718875502,0.6945606694560669,0.9568965517241379,0.9317269076305221
spread_ktb_3_10,L20W_F2W_R63d_T0bp_S0.0,persist,ensemble,2022,247,1.0,,1.0,0.97165991902834
spread_ktb_3_10,L20W_F2W_R63d_T0bp_S0.0,persist,ensemble,2023,246,0.8780487804878049,0.9115740740740741,0.9055793991416309,0.9471544715447154
spread_ktb_3_10,L20W_F2W_R63d_T0bp_S0.0,persist,ensemble,2024,245,0.8204081632653061,0.8464444444444444,0.9333333333333333,0.7959183673469388
spread_ktb_3_10,L20W_F2W_R63d_T0bp_S0.0,persist,ensemble,2025,243,0.9176954732510288,0.7139013452914797,0.9176954732510288,1.0
spread_ktb_3_10,L20W_F2W_R63d_T0bp_S0.0,persist,ensemble,2026,86,1.0,,1.0,1.0
us_ig_oas_xl,L20W_F2W_R63d_T0bp_S0.0,persist,lgbm,2018,261,0.8850574712643678,0.6832611832611832,0.8850574712643678,1.0
us_ig_oas_xl,L20W_F2W_R63d_T0bp_S0.0,persist,lgbm,2019,261,0.9425287356321839,0.8693227091633465,0.9418604651162791,0.9885057471264368
us_ig_oas_xl,L20W_F2W_R63d_T0bp_S0.0,persist,lgbm,2020,262,0.8015267175572519,0.21875,0.803088803088803,0.9885496183206107
us_ig_oas_xl,L20W_F2W_R63d_T0bp_S0.0,persist,lgbm,2021,261,0.946360153256705,0.263447079236553,0.946360153256705,1.0
us_ig_oas_xl,L20W_F2W_R63d_T0bp_S0.0,persist,lgbm,2022,260,0.8461538461538461,0.19227272727272726,0.8461538461538461,1.0
us_ig_oas_xl,L20W_F2W_R63d_T0bp_S0.0,persist,lgbm,2023,260,0.9230769230769231,0.5249999999999999,0.9230769230769231,1.0
us_ig_oas_xl,L20W_F2W_R63d_T0bp_S0.0,persist,lgbm,2024,262,1.0,,1.0,1.0
us_ig_oas_xl,L20W_F2W_R63d_T0bp_S0.0,persist,lgbm,2025,261,0.9233716475095786,0.48506224066390047,0.9233716475095786,1.0
us_ig_oas_xl,L20W_F2W_R63d_T0bp_S0.0,persist,lgbm,2026,93,1.0,,1.0,1.0
us_ig_oas_xl,L20W_F2W_R63d_T0bp_S0.0,persist,xgb,2018,261,0.7969348659003831,0.5893217893217894,0.8571428571428571,0.8045977011494253
us_ig_oas_xl,L20W_F2W_R63d_T0bp_S0.0,persist,xgb,2019,261,0.7011494252873564,0.6661354581673307,0.7931034482758621,0.6666666666666666
us_ig_oas_xl,L20W_F2W_R63d_T0bp_S0.0,persist,xgb,2020,262,0.7366412213740458,0.4224624060150376,0.7521739130434782,0.8778625954198473
us_ig_oas_xl,L20W_F2W_R63d_T0bp_S0.0,persist,xgb,2021,261,0.9157088122605364,0.36639676113360325,0.9423868312757202,0.9310344827586207
us_ig_oas_xl,L20W_F2W_R63d_T0bp_S0.0,persist,xgb,2022,260,0.8115384615384615,0.3276136363636364,0.8133333333333334,0.8653846153846154
us_ig_oas_xl,L20W_F2W_R63d_T0bp_S0.0,persist,xgb,2023,260,0.8923076923076924,0.6545833333333333,0.9230769230769231,0.9
us_ig_oas_xl,L20W_F2W_R63d_T0bp_S0.0,persist,xgb,2024,262,0.9923664122137404,,1.0,0.9770992366412213
us_ig_oas_xl,L20W_F2W_R63d_T0bp_S0.0,persist,xgb,2025,261,0.9233716475095786,0.6319502074688796,0.9209486166007905,0.9693486590038314
us_ig_oas_xl,L20W_F2W_R63d_T0bp_S0.0,persist,xgb,2026,93,0.9354838709677419,,0.9529411764705882,0.9139784946236559
us_ig_oas_xl,L20W_F2W_R63d_T0bp_S0.0,persist,rf,2018,261,0.8850574712643678,0.5946608946608947,0.8850574712643678,1.0
us_ig_oas_xl,L20W_F2W_R63d_T0bp_S0.0,persist,rf,2019,261,0.9616858237547893,0.8772908366533865,0.9596774193548387,0.9501915708812261
us_ig_oas_xl,L20W_F2W_R63d_T0bp_S0.0,persist,rf,2020,262,0.8549618320610687,0.32976973684210525,0.8527131782945736,0.9847328244274809
us_ig_oas_xl,L20W_F2W_R63d_T0bp_S0.0,persist,rf,2021,261,0.946360153256705,0.5170618854829381,0.946360153256705,1.0
us_ig_oas_xl,L20W_F2W_R63d_T0bp_S0.0,persist,rf,2022,260,0.8461538461538461,0.3101136363636363,0.8461538461538461,1.0
us_ig_oas_xl,L20W_F2W_R63d_T0bp_S0.0,persist,rf,2023,260,0.9230769230769231,0.5108333333333334,0.9230769230769231,1.0
us_ig_oas_xl,L20W_F2W_R63d_T0bp_S0.0,persist,rf,2024,262,1.0,,1.0,1.0
us_ig_oas_xl,L20W_F2W_R63d_T0bp_S0.0,persist,rf,2025,261,0.9233716475095786,0.28236514522821576,0.9233716475095786,1.0
us_ig_oas_xl,L20W_F2W_R63d_T0bp_S0.0,persist,rf,2026,93,1.0,,1.0,1.0
us_ig_oas_xl,L20W_F2W_R63d_T0bp_S0.0,persist,et,2018,261,0.8850574712643678,0.5945165945165947,0.9033816425120773,0.7931034482758621
us_ig_oas_xl,L20W_F2W_R63d_T0bp_S0.0,persist,et,2019,261,0.9080459770114943,0.8924302788844622,1.0,0.4367816091954023
us_ig_oas_xl,L20W_F2W_R63d_T0bp_S0.0,persist,et,2020,262,0.8244274809160306,0.4124765037593985,0.8376068376068376,0.8931297709923665
us_ig_oas_xl,L20W_F2W_R63d_T0bp_S0.0,persist,et,2021,261,0.946360153256705,0.4887218045112782,0.9453125,0.9808429118773946
us_ig_oas_xl,L20W_F2W_R63d_T0bp_S0.0,persist,et,2022,260,0.8461538461538461,0.32363636363636367,0.8406374501992032,0.9653846153846154
us_ig_oas_xl,L20W_F2W_R63d_T0bp_S0.0,persist,et,2023,260,0.9230769230769231,0.6039583333333334,0.9136363636363637,0.8461538461538461
us_ig_oas_xl,L20W_F2W_R63d_T0bp_S0.0,persist,et,2024,262,1.0,,1.0,1.0
us_ig_oas_xl,L20W_F2W_R63d_T0bp_S0.0,persist,et,2025,261,0.9233716475095786,0.2597510373443983,0.9230769230769231,0.9961685823754789
us_ig_oas_xl,L20W_F2W_R63d_T0bp_S0.0,persist,et,2026,93,1.0,,1.0,1.0
us_ig_oas_xl,L20W_F2W_R63d_T0bp_S0.0,persist,gbm,2018,261,0.8812260536398467,0.5617604617604617,0.8832684824902723,0.9846743295019157
us_ig_oas_xl,L20W_F2W_R63d_T0bp_S0.0,persist,gbm,2019,261,0.9616858237547893,0.8063745019920319,0.9610894941634242,0.9846743295019157
us_ig_oas_xl,L20W_F2W_R63d_T0bp_S0.0,persist,gbm,2020,262,0.851145038167939,0.3687734962406015,0.851145038167939,1.0
us_ig_oas_xl,L20W_F2W_R63d_T0bp_S0.0,persist,gbm,2021,261,0.946360153256705,0.3796992481203008,0.946360153256705,1.0
us_ig_oas_xl,L20W_F2W_R63d_T0bp_S0.0,persist,gbm,2022,260,0.8461538461538461,0.2496590909090909,0.8461538461538461,1.0
us_ig_oas_xl,L20W_F2W_R63d_T0bp_S0.0,persist,gbm,2023,260,0.9230769230769231,0.4083333333333333,0.9230769230769231,1.0
us_ig_oas_xl,L20W_F2W_R63d_T0bp_S0.0,persist,gbm,2024,262,1.0,,1.0,1.0
us_ig_oas_xl,L20W_F2W_R63d_T0bp_S0.0,persist,gbm,2025,261,0.9233716475095786,0.5049792531120333,0.9230769230769231,0.9961685823754789
us_ig_oas_xl,L20W_F2W_R63d_T0bp_S0.0,persist,gbm,2026,93,1.0,,1.0,1.0
us_ig_oas_xl,L20W_F2W_R63d_T0bp_S0.0,persist,logreg,2018,261,0.5172413793103449,0.5637806637806637,0.5971563981042654,0.8084291187739464
us_ig_oas_xl,L20W_F2W_R63d_T0bp_S0.0,persist,logreg,2019,261,0.27586206896551724,0.9625498007968127,0.2073732718894009,0.8314176245210728
us_ig_oas_xl,L20W_F2W_R63d_T0bp_S0.0,persist,logreg,2020,262,0.5343511450381679,0.3663063909774436,0.46621621621621623,0.5648854961832062
us_ig_oas_xl,L20W_F2W_R63d_T0bp_S0.0,persist,logreg,2021,261,0.5708812260536399,0.3730480046269519,0.7672413793103449,0.4444444444444444
us_ig_oas_xl,L20W_F2W_R63d_T0bp_S0.0,persist,logreg,2022,260,0.6115384615384616,0.26409090909090915,0.6827956989247311,0.7153846153846154
us_ig_oas_xl,L20W_F2W_R63d_T0bp_S0.0,persist,logreg,2023,260,0.49230769230769234,0.5779166666666666,0.36,0.38461538461538464
us_ig_oas_xl,L20W_F2W_R63d_T0bp_S0.0,persist,logreg,2024,262,0.9961832061068703,,1.0,0.851145038167939
us_ig_oas_xl,L20W_F2W_R63d_T0bp_S0.0,persist,logreg,2025,261,0.9233716475095786,0.4533195020746888,0.9176954732510288,0.9310344827586207
us_ig_oas_xl,L20W_F2W_R63d_T0bp_S0.0,persist,logreg,2026,93,0.6559139784946236,,0.8333333333333334,0.7096774193548387
us_ig_oas_xl,L20W_F2W_R63d_T0bp_S0.0,persist,ensemble,2018,261,0.8850574712643678,0.5803751803751804,0.888,0.9578544061302682
us_ig_oas_xl,L20W_F2W_R63d_T0bp_S0.0,persist,ensemble,2019,261,0.9118773946360154,0.848605577689243,0.9771689497716894,0.8390804597701149
us_ig_oas_xl,L20W_F2W_R63d_T0bp_S0.0,persist,ensemble,2020,262,0.8015267175572519,0.40589755639097747,0.8205128205128205,0.8931297709923665
us_ig_oas_xl,L20W_F2W_R63d_T0bp_S0.0,persist,ensemble,2021,261,0.946360153256705,0.39126662810873336,0.946360153256705,1.0
us_ig_oas_xl,L20W_F2W_R63d_T0bp_S0.0,persist,ensemble,2022,260,0.8461538461538461,0.24897727272727274,0.8461538461538461,1.0
us_ig_oas_xl,L20W_F2W_R63d_T0bp_S0.0,persist,ensemble,2023,260,0.9230769230769231,0.5904166666666667,0.9221789883268483,0.9884615384615385
us_ig_oas_xl,L20W_F2W_R63d_T0bp_S0.0,persist,ensemble,2024,262,1.0,,1.0,1.0
us_ig_oas_xl,L20W_F2W_R63d_T0bp_S0.0,persist,ensemble,2025,261,0.9233716475095786,0.42966804979253115,0.9233716475095786,1.0
us_ig_oas_xl,L20W_F2W_R63d_T0bp_S0.0,persist,ensemble,2026,93,1.0,,1.0,1.0
us_spr_10_30,L20W_F2W_R63d_T0bp_S0.0,persist,lgbm,2018,261,0.9616858237547893,0.5103585657370517,0.9616858237547893,1.0
us_spr_10_30,L20W_F2W_R63d_T0bp_S0.0,persist,lgbm,2019,261,0.9578544061302682,0.3896414342629482,0.9568627450980393,0.9770114942528736
us_spr_10_30,L20W_F2W_R63d_T0bp_S0.0,persist,lgbm,2020,262,0.9312977099236641,0.2503968253968254,0.937984496124031,0.9847328244274809
