target,run_id,direction,model,year,n,accuracy,auc,hit@60,cov@60
ktb_5y,L20W_F4W_R63d_T0bp_S0.0,persist,ensemble,2019,247,0.9230769230769231,0.8275330396475771,0.9458333333333333,0.97165991902834
ktb_5y,L20W_F4W_R63d_T0bp_S0.0,persist,ensemble,2020,249,0.8112449799196787,0.5236842105263158,0.8177339901477833,0.8152610441767069
ktb_5y,L20W_F4W_R63d_T0bp_S0.0,persist,ensemble,2021,249,1.0,,1.0,0.9879518072289156
ktb_5y,L20W_F4W_R63d_T0bp_S0.0,persist,ensemble,2022,247,0.9676113360323887,0.9764644351464435,0.9676113360323887,1.0
ktb_5y,L20W_F4W_R63d_T0bp_S0.0,persist,ensemble,2023,246,0.7804878048780488,0.714710547184774,0.8333333333333334,0.8536585365853658
ktb_5y,L20W_F4W_R63d_T0bp_S0.0,persist,ensemble,2024,245,0.7714285714285715,0.32634146341463416,0.7817258883248731,0.8040816326530612
ktb_5y,L20W_F4W_R63d_T0bp_S0.0,persist,ensemble,2025,243,0.757201646090535,0.5800448430493274,0.8229166666666666,0.7901234567901234
ktb_5y,L20W_F4W_R63d_T0bp_S0.0,persist,ensemble,2026,76,1.0,,1.0,1.0
spread_bbb_3y,L20W_F4W_R63d_T0bp_S0.0,persist,lgbm,2018,245,0.8448979591836735,0.28911564625850344,0.8464730290456431,0.9836734693877551
spread_bbb_3y,L20W_F4W_R63d_T0bp_S0.0,persist,lgbm,2019,247,0.9230769230769231,0.9690674053554941,0.9230769230769231,1.0
spread_bbb_3y,L20W_F4W_R63d_T0bp_S0.0,persist,lgbm,2020,249,0.7429718875502008,0.47213084795321636,0.75,0.9156626506024096
spread_bbb_3y,L20W_F4W_R63d_T0bp_S0.0,persist,lgbm,2021,249,0.9879518072289156,0.7737127371273713,0.9879518072289156,1.0
spread_bbb_3y,L20W_F4W_R63d_T0bp_S0.0,persist,lgbm,2022,247,0.4939271255060729,0.19511440940012367,0.49356223175965663,0.9433198380566802
spread_bbb_3y,L20W_F4W_R63d_T0bp_S0.0,persist,lgbm,2023,246,0.7317073170731707,0.4750125691302162,0.731404958677686,0.983739837398374
spread_bbb_3y,L20W_F4W_R63d_T0bp_S0.0,persist,lgbm,2024,245,0.8244897959183674,0.36840893391664753,0.8244897959183674,1.0
spread_bbb_3y,L20W_F4W_R63d_T0bp_S0.0,persist,lgbm,2025,243,0.654320987654321,0.8470505398216241,0.6637931034482759,0.9547325102880658
spread_bbb_3y,L20W_F4W_R63d_T0bp_S0.0,persist,lgbm,2026,76,1.0,,1.0,1.0
spread_bbb_3y,L20W_F4W_R63d_T0bp_S0.0,persist,xgb,2018,245,0.8163265306122449,0.23363095238095238,0.8290598290598291,0.9551020408163265
spread_bbb_3y,L20W_F4W_R63d_T0bp_S0.0,persist,xgb,2019,247,0.9230769230769231,0.956371191135734,0.9230769230769231,1.0
spread_bbb_3y,L20W_F4W_R63d_T0bp_S0.0,persist,xgb,2020,249,0.6144578313253012,0.394828216374269,0.6521739130434783,0.8313253012048193
spread_bbb_3y,L20W_F4W_R63d_T0bp_S0.0,persist,xgb,2021,249,0.9879518072289156,0.7682926829268292,0.9879518072289156,1.0
spread_bbb_3y,L20W_F4W_R63d_T0bp_S0.0,persist,xgb,2022,247,0.5141700404858299,0.32529375386518244,0.5074626865671642,0.8137651821862348
spread_bbb_3y,L20W_F4W_R63d_T0bp_S0.0,persist,xgb,2023,246,0.7479674796747967,0.5576671694318753,0.7899543378995434,0.8902439024390244
spread_bbb_3y,L20W_F4W_R63d_T0bp_S0.0,persist,xgb,2024,245,0.8204081632653061,0.43000230255583693,0.825,0.9795918367346939
spread_bbb_3y,L20W_F4W_R63d_T0bp_S0.0,persist,xgb,2025,243,0.6460905349794238,0.8596463777186669,0.6696035242290749,0.934156378600823
spread_bbb_3y,L20W_F4W_R63d_T0bp_S0.0,persist,xgb,2026,76,1.0,,1.0,1.0
spread_bbb_3y,L20W_F4W_R63d_T0bp_S0.0,persist,rf,2018,245,0.9061224489795918,0.4856505102040816,0.9078947368421053,0.9306122448979591
spread_bbb_3y,L20W_F4W_R63d_T0bp_S0.0,persist,rf,2019,247,0.9230769230769231,0.8257156048014773,0.9230769230769231,1.0
spread_bbb_3y,L20W_F4W_R63d_T0bp_S0.0,persist,rf,2020,249,0.7710843373493976,0.4565972222222222,0.8130841121495327,0.8594377510040161
spread_bbb_3y,L20W_F4W_R63d_T0bp_S0.0,persist,rf,2021,249,0.9879518072289156,0.8333333333333333,0.9879518072289156,1.0
spread_bbb_3y,L20W_F4W_R63d_T0bp_S0.0,persist,rf,2022,247,0.7975708502024291,0.266852195423624,0.7782805429864253,0.8947368421052632
spread_bbb_3y,L20W_F4W_R63d_T0bp_S0.0,persist,rf,2023,246,0.7926829268292683,0.6729009552538965,0.7959183673469388,0.9959349593495935
spread_bbb_3y,L20W_F4W_R63d_T0bp_S0.0,persist,rf,2024,245,0.8244897959183674,0.3749712180520378,0.8223140495867769,0.9877551020408163
spread_bbb_3y,L20W_F4W_R63d_T0bp_S0.0,persist,rf,2025,243,0.6831275720164609,0.7006728211547488,0.703862660944206,0.9588477366255144
spread_bbb_3y,L20W_F4W_R63d_T0bp_S0.0,persist,rf,2026,76,1.0,,1.0,1.0
spread_bbb_3y,L20W_F4W_R63d_T0bp_S0.0,persist,et,2018,245,0.9142857142857143,0.3801020408163265,0.9125,0.9795918367346939
spread_bbb_3y,L20W_F4W_R63d_T0bp_S0.0,persist,et,2019,247,0.9230769230769231,0.5364727608494921,0.9230769230769231,1.0
spread_bbb_3y,L20W_F4W_R63d_T0bp_S0.0,persist,et,2020,249,0.7108433734939759,0.48273026315789475,0.786096256684492,0.751004016064257
spread_bbb_3y,L20W_F4W_R63d_T0bp_S0.0,persist,et,2021,249,0.9879518072289156,0.7615176151761518,0.9873417721518988,0.9518072289156626
spread_bbb_3y,L20W_F4W_R63d_T0bp_S0.0,persist,et,2022,247,0.7854251012145749,0.2743764172335601,0.7419354838709677,0.6275303643724697
spread_bbb_3y,L20W_F4W_R63d_T0bp_S0.0,persist,et,2023,246,0.508130081300813,0.2843640020110609,0.5833333333333334,0.14634146341463414
spread_bbb_3y,L20W_F4W_R63d_T0bp_S0.0,persist,et,2024,245,0.7510204081632653,0.2604190651623302,0.7871287128712872,0.8244897959183674
spread_bbb_3y,L20W_F4W_R63d_T0bp_S0.0,persist,et,2025,243,0.6378600823045267,0.3976685964637772,0.6390977443609023,0.5473251028806584
spread_bbb_3y,L20W_F4W_R63d_T0bp_S0.0,persist,et,2026,76,1.0,,1.0,1.0
spread_bbb_3y,L20W_F4W_R63d_T0bp_S0.0,persist,gbm,2018,245,0.9142857142857143,0.09375000000000006,0.9142857142857143,1.0
spread_bbb_3y,L20W_F4W_R63d_T0bp_S0.0,persist,gbm,2019,247,0.8502024291497976,0.899584487534626,0.8502024291497976,1.0
spread_bbb_3y,L20W_F4W_R63d_T0bp_S0.0,persist,gbm,2020,249,0.7108433734939759,0.39158442982456143,0.7264150943396226,0.8514056224899599
spread_bbb_3y,L20W_F4W_R63d_T0bp_S0.0,persist,gbm,2021,249,0.9236947791164659,0.8644986449864498,0.9493670886075949,0.9518072289156626
spread_bbb_3y,L20W_F4W_R63d_T0bp_S0.0,persist,gbm,2022,247,0.7044534412955465,0.2827252112966399,0.7053140096618358,0.8380566801619433
spread_bbb_3y,L20W_F4W_R63d_T0bp_S0.0,persist,gbm,2023,246,0.7682926829268293,0.5439919557566616,0.7981651376146789,0.8861788617886179
spread_bbb_3y,L20W_F4W_R63d_T0bp_S0.0,persist,gbm,2024,245,0.8204081632653061,0.6828229334561362,0.8215767634854771,0.9836734693877551
spread_bbb_3y,L20W_F4W_R63d_T0bp_S0.0,persist,gbm,2025,243,0.7325102880658436,0.8014395243310907,0.7660550458715596,0.897119341563786
spread_bbb_3y,L20W_F4W_R63d_T0bp_S0.0,persist,gbm,2026,76,1.0,,1.0,1.0
spread_bbb_3y,L20W_F4W_R63d_T0bp_S0.0,persist,logreg,2018,245,0.8244897959183674,0.49702380952380953,0.8326359832635983,0.9755102040816327
spread_bbb_3y,L20W_F4W_R63d_T0bp_S0.0,persist,logreg,2019,247,0.9392712550607287,0.971837488457987,0.9467213114754098,0.9878542510121457
spread_bbb_3y,L20W_F4W_R63d_T0bp_S0.0,persist,logreg,2020,249,0.37751004016064255,0.36563413742690054,0.37344398340248963,0.9678714859437751
spread_bbb_3y,L20W_F4W_R63d_T0bp_S0.0,persist,logreg,2021,249,0.8955823293172691,0.8184281842818428,0.8951612903225806,0.9959839357429718
spread_bbb_3y,L20W_F4W_R63d_T0bp_S0.0,persist,logreg,2022,247,0.3319838056680162,0.2628324056895486,0.32916666666666666,0.97165991902834
spread_bbb_3y,L20W_F4W_R63d_T0bp_S0.0,persist,logreg,2023,246,0.7886178861788617,0.3477124183006536,0.7918367346938775,0.9959349593495935
spread_bbb_3y,L20W_F4W_R63d_T0bp_S0.0,persist,logreg,2024,245,0.5877551020408164,0.10960165784020263,0.5829596412556054,0.9102040816326531
spread_bbb_3y,L20W_F4W_R63d_T0bp_S0.0,persist,logreg,2025,243,0.23868312757201646,0.09982788296041309,0.2062780269058296,0.9176954732510288
spread_bbb_3y,L20W_F4W_R63d_T0bp_S0.0,persist,logreg,2026,76,0.9473684210526315,,0.958904109589041,0.9605263157894737
spread_bbb_3y,L20W_F4W_R63d_T0bp_S0.0,persist,ensemble,2018,245,0.8571428571428571,0.21215986394557823,0.9,0.9387755102040817
spread_bbb_3y,L20W_F4W_R63d_T0bp_S0.0,persist,ensemble,2019,247,0.9230769230769231,0.9210526315789473,0.9230769230769231,1.0
spread_bbb_3y,L20W_F4W_R63d_T0bp_S0.0,persist,ensemble,2020,249,0.6987951807228916,0.4392361111111111,0.7596153846153846,0.8353413654618473
spread_bbb_3y,L20W_F4W_R63d_T0bp_S0.0,persist,ensemble,2021,249,0.9879518072289156,0.8102981029810299,0.9879518072289156,1.0
spread_bbb_3y,L20W_F4W_R63d_T0bp_S0.0,persist,ensemble,2022,247,0.5303643724696356,0.22572665429808286,0.5833333333333334,0.728744939271255
spread_bbb_3y,L20W_F4W_R63d_T0bp_S0.0,persist,ensemble,2023,246,0.7479674796747967,0.5414781297134238,0.7729257641921398,0.9308943089430894
spread_bbb_3y,L20W_F4W_R63d_T0bp_S0.0,persist,ensemble,2024,245,0.8244897959183674,0.3153350218742805,0.8237704918032787,0.9959183673469387
spread_bbb_3y,L20W_F4W_R63d_T0bp_S0.0,persist,ensemble,2025,243,0.6502057613168725,0.650289469566578,0.680365296803653,0.9012345679012346
spread_bbb_3y,L20W_F4W_R63d_T0bp_S0.0,persist,ensemble,2026,76,1.0,,1.0,1.0
spread_kepco_5y,L20W_F4W_R63d_T0bp_S0.0,persist,lgbm,2018,245,0.8367346938775511,0.39268292682926825,0.8367346938775511,1.0
spread_kepco_5y,L20W_F4W_R63d_T0bp_S0.0,persist,lgbm,2019,247,0.8299595141700404,0.8382113821138212,0.8299595141700404,1.0
spread_kepco_5y,L20W_F4W_R63d_T0bp_S0.0,persist,lgbm,2020,249,0.6947791164658634,0.41966490299823633,0.6951219512195121,0.9879518072289156
spread_kepco_5y,L20W_F4W_R63d_T0bp_S0.0,persist,lgbm,2021,249,0.6626506024096386,0.3516124125342258,0.6585365853658537,0.9879518072289156
spread_kepco_5y,L20W_F4W_R63d_T0bp_S0.0,persist,lgbm,2022,247,0.7125506072874493,0.4201214405360134,0.7186147186147186,0.9352226720647774
spread_kepco_5y,L20W_F4W_R63d_T0bp_S0.0,persist,lgbm,2023,246,0.7317073170731707,0.5170851083114293,0.7327586206896551,0.943089430894309
spread_kepco_5y,L20W_F4W_R63d_T0bp_S0.0,persist,lgbm,2024,245,0.8693877551020408,0.3528462441314554,0.8688524590163934,0.9959183673469387
spread_kepco_5y,L20W_F4W_R63d_T0bp_S0.0,persist,lgbm,2025,243,0.7942386831275721,0.6617925520723753,0.8085106382978723,0.9670781893004116
spread_kepco_5y,L20W_F4W_R63d_T0bp_S0.0,persist,lgbm,2026,76,1.0,,1.0,0.9473684210526315
spread_kepco_5y,L20W_F4W_R63d_T0bp_S0.0,persist,xgb,2018,245,0.8367346938775511,0.36,0.8367346938775511,1.0
spread_kepco_5y,L20W_F4W_R63d_T0bp_S0.0,persist,xgb,2019,247,0.854251012145749,0.7905923344947734,0.8677685950413223,0.979757085020243
spread_kepco_5y,L20W_F4W_R63d_T0bp_S0.0,persist,xgb,2020,249,0.5783132530120482,0.35511463844797175,0.5625,0.8995983935742972
spread_kepco_5y,L20W_F4W_R63d_T0bp_S0.0,persist,xgb,2021,249,0.4859437751004016,0.35800121691512016,0.5074626865671642,0.8072289156626506
spread_kepco_5y,L20W_F4W_R63d_T0bp_S0.0,persist,xgb,2022,247,0.5870445344129555,0.43341708542713575,0.5714285714285714,0.8785425101214575
spread_kepco_5y,L20W_F4W_R63d_T0bp_S0.0,persist,xgb,2023,246,0.6585365853658537,0.4003444212816097,0.6861702127659575,0.7642276422764228
spread_kepco_5y,L20W_F4W_R63d_T0bp_S0.0,persist,xgb,2024,245,0.7959183673469388,0.5293427230046948,0.8149779735682819,0.926530612244898
spread_kepco_5y,L20W_F4W_R63d_T0bp_S0.0,persist,xgb,2025,243,0.7448559670781894,0.7590995160950978,0.7793427230046949,0.8765432098765432
spread_kepco_5y,L20W_F4W_R63d_T0bp_S0.0,persist,xgb,2026,76,0.9473684210526315,,0.9705882352941176,0.8947368421052632
spread_kepco_5y,L20W_F4W_R63d_T0bp_S0.0,persist,rf,2018,245,0.8367346938775511,0.06658536585365854,0.8367346938775511,1.0
spread_kepco_5y,L20W_F4W_R63d_T0bp_S0.0,persist,rf,2019,247,0.8299595141700404,0.683739837398374,0.8299595141700404,1.0
spread_kepco_5y,L20W_F4W_R63d_T0bp_S0.0,persist,rf,2020,249,0.7590361445783133,0.5900352733686067,0.7564102564102564,0.9397590361445783
spread_kepco_5y,L20W_F4W_R63d_T0bp_S0.0,persist,rf,2021,249,0.6947791164658634,0.3065865530879221,0.6935483870967742,0.9959839357429718
spread_kepco_5y,L20W_F4W_R63d_T0bp_S0.0,persist,rf,2022,247,0.805668016194332,0.5552763819095479,0.8016528925619835,0.979757085020243
spread_kepco_5y,L20W_F4W_R63d_T0bp_S0.0,persist,rf,2023,246,0.7520325203252033,0.42173479561316046,0.7584541062801933,0.8414634146341463
spread_kepco_5y,L20W_F4W_R63d_T0bp_S0.0,persist,rf,2024,245,0.8693877551020408,0.2846244131455399,0.8693877551020408,1.0
spread_kepco_5y,L20W_F4W_R63d_T0bp_S0.0,persist,rf,2025,243,0.7983539094650206,0.5478645066273933,0.7983539094650206,1.0
spread_kepco_5y,L20W_F4W_R63d_T0bp_S0.0,persist,rf,2026,76,1.0,,1.0,0.9736842105263158
spread_kepco_5y,L20W_F4W_R63d_T0bp_S0.0,persist,et,2018,245,0.8367346938775511,0.12402439024390244,0.8340248962655602,0.9836734693877551
spread_kepco_5y,L20W_F4W_R63d_T0bp_S0.0,persist,et,2019,247,0.8299595141700404,0.68664343786295,0.8299595141700404,1.0
spread_kepco_5y,L20W_F4W_R63d_T0bp_S0.0,persist,et,2020,249,0.6827309236947792,0.3116402116402116,0.7094972067039106,0.7188755020080321
spread_kepco_5y,L20W_F4W_R63d_T0bp_S0.0,persist,et,2021,249,0.5461847389558233,0.24513233951931857,0.5891891891891892,0.7429718875502008
spread_kepco_5y,L20W_F4W_R63d_T0bp_S0.0,persist,et,2022,247,0.5910931174089069,0.5497278056951423,0.8235294117647058,0.5506072874493927
spread_kepco_5y,L20W_F4W_R63d_T0bp_S0.0,persist,et,2023,246,0.7195121951219512,0.47611710323574724,0.7410714285714286,0.45528455284552843
spread_kepco_5y,L20W_F4W_R63d_T0bp_S0.0,persist,et,2024,245,0.8693877551020408,0.32203638497652587,0.8461538461538461,0.8489795918367347
spread_kepco_5y,L20W_F4W_R63d_T0bp_S0.0,persist,et,2025,243,0.7407407407407407,0.4029034294130023,0.765625,0.5267489711934157
spread_kepco_5y,L20W_F4W_R63d_T0bp_S0.0,persist,et,2026,76,0.9868421052631579,,1.0,0.4473684210526316
spread_kepco_5y,L20W_F4W_R63d_T0bp_S0.0,persist,gbm,2018,245,0.8367346938775511,0.3339024390243902,0.8367346938775511,1.0
spread_kepco_5y,L20W_F4W_R63d_T0bp_S0.0,persist,gbm,2019,247,0.8340080971659919,0.8008130081300814,0.8541666666666666,0.97165991902834
spread_kepco_5y,L20W_F4W_R63d_T0bp_S0.0,persist,gbm,2020,249,0.6987951807228916,0.6177248677248677,0.7020408163265306,0.9839357429718876
spread_kepco_5y,L20W_F4W_R63d_T0bp_S0.0,persist,gbm,2021,249,0.6907630522088354,0.3633252205658655,0.6885245901639344,0.9799196787148594
spread_kepco_5y,L20W_F4W_R63d_T0bp_S0.0,persist,gbm,2022,247,0.7894736842105263,0.35186348408710216,0.7922077922077922,0.9352226720647774
spread_kepco_5y,L20W_F4W_R63d_T0bp_S0.0,persist,gbm,2023,246,0.7154471544715447,0.4800145019486994,0.7214611872146118,0.8902439024390244
spread_kepco_5y,L20W_F4W_R63d_T0bp_S0.0,persist,gbm,2024,245,0.8693877551020408,0.38409624413145543,0.8693877551020408,1.0
spread_kepco_5y,L20W_F4W_R63d_T0bp_S0.0,persist,gbm,2025,243,0.8106995884773662,0.6061434883231643,0.8521739130434782,0.9465020576131687
spread_kepco_5y,L20W_F4W_R63d_T0bp_S0.0,persist,gbm,2026,76,0.9473684210526315,,1.0,0.9078947368421053
spread_kepco_5y,L20W_F4W_R63d_T0bp_S0.0,persist,logreg,2018,245,0.5306122448979592,0.30573170731707316,0.5789473684210527,0.46530612244897956
spread_kepco_5y,L20W_F4W_R63d_T0bp_S0.0,persist,logreg,2019,247,0.7894736842105263,0.6564459930313589,0.8303030303030303,0.6680161943319838
spread_kepco_5y,L20W_F4W_R63d_T0bp_S0.0,persist,logreg,2020,249,0.1566265060240964,0.1450617283950617,0.0893854748603352,0.7188755020080321
spread_kepco_5y,L20W_F4W_R63d_T0bp_S0.0,persist,logreg,2021,249,0.37751004016064255,0.42052023121387283,0.30952380952380953,0.5060240963855421
spread_kepco_5y,L20W_F4W_R63d_T0bp_S0.0,persist,logreg,2022,247,0.4089068825910931,0.5607202680067002,0.37735849056603776,0.6437246963562753
spread_kepco_5y,L20W_F4W_R63d_T0bp_S0.0,persist,logreg,2023,246,0.3130081300813008,0.3523067162149914,0.272108843537415,0.5975609756097561
spread_kepco_5y,L20W_F4W_R63d_T0bp_S0.0,persist,logreg,2024,245,0.4775510204081633,0.7142018779342723,0.5181818181818182,0.4489795918367347
spread_kepco_5y,L20W_F4W_R63d_T0bp_S0.0,persist,logreg,2025,243,0.35802469135802467,0.6299179465600673,0.29310344827586204,0.4773662551440329
spread_kepco_5y,L20W_F4W_R63d_T0bp_S0.0,persist,logreg,2026,76,0.0,,0.0,0.8157894736842105
spread_kepco_5y,L20W_F4W_R63d_T0bp_S0.0,persist,ensemble,2018,245,0.8326530612244898,0.30512195121951224,0.8237885462555066,0.926530612244898
spread_kepco_5y,L20W_F4W_R63d_T0bp_S0.0,persist,ensemble,2019,247,0.854251012145749,0.6803716608594658,0.8646288209606987,0.9271255060728745
spread_kepco_5y,L20W_F4W_R63d_T0bp_S0.0,persist,ensemble,2020,249,0.39759036144578314,0.14338624338624337,0.40540540540540543,0.4457831325301205
spread_kepco_5y,L20W_F4W_R63d_T0bp_S0.0,persist,ensemble,2021,249,0.6345381526104418,0.3951931852753271,0.6333333333333333,0.6024096385542169
spread_kepco_5y,L20W_F4W_R63d_T0bp_S0.0,persist,ensemble,2022,247,0.6356275303643725,0.49989530988274705,0.6827586206896552,0.5870445344129555
spread_kepco_5y,L20W_F4W_R63d_T0bp_S0.0,persist,ensemble,2023,246,0.6138211382113821,0.37270008157346146,0.639344262295082,0.4959349593495935
spread_kepco_5y,L20W_F4W_R63d_T0bp_S0.0,persist,ensemble,2024,245,0.8653061224489796,0.6744424882629108,0.912568306010929,0.746938775510204
spread_kepco_5y,L20W_F4W_R63d_T0bp_S0.0,persist,ensemble,2025,243,0.7860082304526749,0.7318535661687355,0.921875,0.5267489711934157
spread_kepco_5y,L20W_F4W_R63d_T0bp_S0.0,persist,ensemble,2026,76,0.6710526315789473,,0.65,0.2631578947368421
spread_ktb_10_30,L20W_F4W_R63d_T0bp_S0.0,persist,lgbm,2018,245,0.46530612244897956,0.5226878419858535,0.4652173913043478,0.9387755102040817
spread_ktb_10_30,L20W_F4W_R63d_T0bp_S0.0,persist,lgbm,2019,247,0.5020242914979757,0.4057142857142857,0.47619047619047616,0.8502024291497976
spread_ktb_10_30,L20W_F4W_R63d_T0bp_S0.0,persist,lgbm,2020,249,0.606425702811245,0.44130434782608696,0.6387434554973822,0.7670682730923695
spread_ktb_10_30,L20W_F4W_R63d_T0bp_S0.0,persist,lgbm,2021,249,0.43775100401606426,0.3724806201550388,0.41452991452991456,0.9397590361445783
spread_ktb_10_30,L20W_F4W_R63d_T0bp_S0.0,persist,lgbm,2022,247,0.7692307692307693,0.7353535353535352,0.7926267281105991,0.8785425101214575
spread_ktb_10_30,L20W_F4W_R63d_T0bp_S0.0,persist,lgbm,2023,246,0.6829268292682927,0.35050366300366304,0.6816326530612244,0.9959349593495935
spread_ktb_10_30,L20W_F4W_R63d_T0bp_S0.0,persist,lgbm,2024,245,0.7142857142857143,0.5399634430043203,0.720164609053498,0.9918367346938776
spread_ktb_10_30,L20W_F4W_R63d_T0bp_S0.0,persist,lgbm,2025,243,0.6090534979423868,0.40422237860661503,0.6133333333333333,0.9259259259259259
spread_ktb_10_30,L20W_F4W_R63d_T0bp_S0.0,persist,lgbm,2026,76,0.5263157894736842,0.47500000000000003,0.5333333333333333,0.9868421052631579
spread_ktb_10_30,L20W_F4W_R63d_T0bp_S0.0,persist,xgb,2018,245,0.4857142857142857,0.517883357800614,0.48484848484848486,0.9428571428571428
spread_ktb_10_30,L20W_F4W_R63d_T0bp_S0.0,persist,xgb,2019,247,0.4898785425101215,0.4212244897959184,0.4827586206896552,0.8218623481781376
spread_ktb_10_30,L20W_F4W_R63d_T0bp_S0.0,persist,xgb,2020,249,0.4939759036144578,0.44038461538461543,0.48660714285714285,0.8995983935742972
spread_ktb_10_30,L20W_F4W_R63d_T0bp_S0.0,persist,xgb,2021,249,0.42168674698795183,0.4113049095607235,0.4206008583690987,0.9357429718875502
spread_ktb_10_30,L20W_F4W_R63d_T0bp_S0.0,persist,xgb,2022,247,0.7732793522267206,0.7375757575757576,0.7844036697247706,0.8825910931174089
spread_ktb_10_30,L20W_F4W_R63d_T0bp_S0.0,persist,xgb,2023,246,0.6829268292682927,0.3638583638583639,0.6829268292682927,1.0
spread_ktb_10_30,L20W_F4W_R63d_T0bp_S0.0,persist,xgb,2024,245,0.7142857142857143,0.5667165171153207,0.7261410788381742,0.9836734693877551
spread_ktb_10_30,L20W_F4W_R63d_T0bp_S0.0,persist,xgb,2025,243,0.6008230452674898,0.48184377199155526,0.6079295154185022,0.934156378600823
spread_ktb_10_30,L20W_F4W_R63d_T0bp_S0.0,persist,xgb,2026,76,0.5263157894736842,0.4715277777777778,0.5263157894736842,1.0
spread_ktb_10_30,L20W_F4W_R63d_T0bp_S0.0,persist,rf,2018,245,0.43673469387755104,0.48598692112638464,0.49714285714285716,0.7142857142857143
spread_ktb_10_30,L20W_F4W_R63d_T0bp_S0.0,persist,rf,2019,247,0.48582995951417,0.45122448979591834,0.5258620689655172,0.46963562753036436
spread_ktb_10_30,L20W_F4W_R63d_T0bp_S0.0,persist,rf,2020,249,0.4979919678714859,0.39239130434782604,0.6617647058823529,0.27309236947791166
spread_ktb_10_30,L20W_F4W_R63d_T0bp_S0.0,persist,rf,2021,249,0.4939759036144578,0.3989018087855297,0.3989071038251366,0.7349397590361446
spread_ktb_10_30,L20W_F4W_R63d_T0bp_S0.0,persist,rf,2022,247,0.8299595141700404,0.7286868686868687,0.993006993006993,0.5789473684210527
spread_ktb_10_30,L20W_F4W_R63d_T0bp_S0.0,persist,rf,2023,246,0.6829268292682927,0.4541361416361416,0.680327868852459,0.991869918699187
spread_ktb_10_30,L20W_F4W_R63d_T0bp_S0.0,persist,rf,2024,245,0.7224489795918367,0.544865403788634,0.7477064220183486,0.889795918367347
spread_ktb_10_30,L20W_F4W_R63d_T0bp_S0.0,persist,rf,2025,243,0.5761316872427984,0.35123152709359606,0.4881889763779528,0.522633744855967
spread_ktb_10_30,L20W_F4W_R63d_T0bp_S0.0,persist,rf,2026,76,0.5263157894736842,0.6645833333333334,0.5576923076923077,0.6842105263157895
spread_ktb_10_30,L20W_F4W_R63d_T0bp_S0.0,persist,et,2018,245,0.4326530612244898,0.44528226344588284,0.4435483870967742,0.5061224489795918
spread_ktb_10_30,L20W_F4W_R63d_T0bp_S0.0,persist,et,2019,247,0.5101214574898786,0.4607482993197278,0.0,0.02834008097165992
spread_ktb_10_30,L20W_F4W_R63d_T0bp_S0.0,persist,et,2020,249,0.3293172690763052,0.3337792642140468,0.43157894736842106,0.3815261044176707
spread_ktb_10_30,L20W_F4W_R63d_T0bp_S0.0,persist,et,2021,249,0.46987951807228917,0.38301033591731265,0.26229508196721313,0.24497991967871485
spread_ktb_10_30,L20W_F4W_R63d_T0bp_S0.0,persist,et,2022,247,0.6275303643724697,0.7092929292929293,0.9848484848484849,0.26720647773279355
spread_ktb_10_30,L20W_F4W_R63d_T0bp_S0.0,persist,et,2023,246,0.6829268292682927,0.4007173382173382,0.6954314720812182,0.8008130081300813
spread_ktb_10_30,L20W_F4W_R63d_T0bp_S0.0,persist,et,2024,245,0.7510204081632653,0.5756895978730476,0.6557377049180327,0.24897959183673468
spread_ktb_10_30,L20W_F4W_R63d_T0bp_S0.0,persist,et,2025,243,0.5267489711934157,0.43131597466572835,0.16666666666666666,0.07407407407407407
spread_ktb_10_30,L20W_F4W_R63d_T0bp_S0.0,persist,et,2026,76,0.5263157894736842,0.6520833333333333,0.9047619047619048,0.27631578947368424
spread_ktb_10_30,L20W_F4W_R63d_T0bp_S0.0,persist,gbm,2018,245,0.46122448979591835,0.5105431736287201,0.45689655172413796,0.9469387755102041
spread_ktb_10_30,L20W_F4W_R63d_T0bp_S0.0,persist,gbm,2019,247,0.5101214574898786,0.38292517006802723,0.505,0.8097165991902834
spread_ktb_10_30,L20W_F4W_R63d_T0bp_S0.0,persist,gbm,2020,249,0.7028112449799196,0.70685618729097,0.7370892018779343,0.8554216867469879
spread_ktb_10_30,L20W_F4W_R63d_T0bp_S0.0,persist,gbm,2021,249,0.42971887550200805,0.38081395348837205,0.42152466367713004,0.8955823293172691
spread_ktb_10_30,L20W_F4W_R63d_T0bp_S0.0,persist,gbm,2022,247,0.8340080971659919,0.8288888888888889,0.8565217391304348,0.9311740890688259
spread_ktb_10_30,L20W_F4W_R63d_T0bp_S0.0,persist,gbm,2023,246,0.6829268292682927,0.4139194139194139,0.6804979253112033,0.9796747967479674
spread_ktb_10_30,L20W_F4W_R63d_T0bp_S0.0,persist,gbm,2024,245,0.6979591836734694,0.49044533067464274,0.6972477064220184,0.889795918367347
spread_ktb_10_30,L20W_F4W_R63d_T0bp_S0.0,persist,gbm,2025,243,0.5967078189300411,0.5535538353272342,0.6129032258064516,0.8930041152263375
spread_ktb_10_30,L20W_F4W_R63d_T0bp_S0.0,persist,gbm,2026,76,0.5526315789473685,0.6590277777777778,0.5671641791044776,0.881578947368421
spread_ktb_10_30,L20W_F4W_R63d_T0bp_S0.0,persist,logreg,2018,245,0.3795918367346939,0.3341785666622181,0.379746835443038,0.9673469387755103
spread_ktb_10_30,L20W_F4W_R63d_T0bp_S0.0,persist,logreg,2019,247,0.5060728744939271,0.5122448979591836,0.5135135135135135,0.8987854251012146
